id,gamedate,homeid,awayid
2022020365,2022-12-02T00:00:00Z,7,21
2022020366,2022-12-02T00:00:00Z,1,18
2022020367,2022-12-02T00:00:00Z,4,14
2022020368,2022-12-02T00:00:00Z,5,54
2022020369,2022-12-02T01:00:00Z,19,12
2022020370,2022-12-02T01:00:00Z,30,22
2022020371,2022-12-02T01:30:00Z,25,24
2022020372,2022-12-02T02:00:00Z,20,8
2022020373,2022-12-02T03:00:00Z,23,13
2022020374,2022-12-02T03:00:00Z,55,15
2022020375,2022-12-02T03:30:00Z,26,53
2022020376,2022-12-03T00:00:00Z,3,9
2022020377,2022-12-03T00:30:00Z,2,18
2022020378,2022-12-03T01:00:00Z,52,29
2022020379,2022-12-03T19:00:00Z,30,24
2022020380,2022-12-04T00:00:00Z,6,21
2022020381,2022-12-04T00:00:00Z,22,8
2022020382,2022-12-04T00:00:00Z,4,1
2022020383,2022-12-04T00:00:00Z,9,28
2022020384,2022-12-04T00:00:00Z,5,19
2022020385,2022-12-04T00:00:00Z,14,10
2022020386,2022-12-04T00:00:00Z,17,54
2022020387,2022-12-04T00:30:00Z,3,16
2022020388,2022-12-04T03:00:00Z,23,53
2022020389,2022-12-04T03:00:00Z,55,13
2022020390,2022-12-04T03:00:00Z,20,15
2022020391,2022-12-04T03:30:00Z,26,12
2022020392,2022-12-04T20:00:00Z,52,24
2022020393,2022-12-04T20:00:00Z,25,30
2022020394,2022-12-04T23:00:00Z,29,17
2022020395,2022-12-05T00:00:00Z,7,28
2022020396,2022-12-05T00:30:00Z,2,16
2022020397,2022-12-06T00:00:00Z,4,21
2022020398,2022-12-06T00:00:00Z,3,19
2022020399,2022-12-06T00:00:00Z,6,54
2022020400,2022-12-06T01:30:00Z,22,15
2022020401,2022-12-06T02:00:00Z,20,53
2022020402,2022-12-06T03:30:00Z,23,8
2022020403,2022-12-07T00:00:00Z,1,16
2022020404,2022-12-07T00:00:00Z,5,29
2022020405,2022-12-07T00:00:00Z,14,17
2022020406,2022-12-07T00:00:00Z,9,26
2022020407,2022-12-07T00:30:00Z,2,19
2022020408,2022-12-07T01:00:00Z,52,13
2022020409,2022-12-07T01:30:00Z,25,10
2022020410,2022-12-07T03:00:00Z,24,12
2022020411,2022-12-07T03:00:00Z,55,8
2022020413,2022-12-08T00:00:00Z,4,15
2022020412,2022-12-08T00:30:00Z,29,7
2022020414,2022-12-08T01:00:00Z,20,30
2022020415,2022-12-08T02:00:00Z,21,6
2022020416,2022-12-08T02:30:00Z,22,53
2022020417,2022-12-08T03:00:00Z,54,3
2022020418,2022-12-08T03:30:00Z,28,23
2022020420,2022-12-09T00:00:00Z,10,26
2022020421,2022-12-09T00:00:00Z,14,18
2022020419,2022-12-09T00:30:00Z,13,17
2022020422,2022-12-09T01:00:00Z,19,52
2022020423,2022-12-09T01:30:00Z,25,9
2022020424,2022-12-10T00:00:00Z,29,20
2022020425,2022-12-10T00:00:00Z,1,2
2022020426,2022-12-10T00:00:00Z,7,5
2022020427,2022-12-10T00:00:00Z,15,55
2022020428,2022-12-10T01:30:00Z,16,52
2022020429,2022-12-10T02:00:00Z,22,30
2022020430,2022-12-10T02:00:00Z,21,3
2022020431,2022-12-10T02:30:00Z,53,6
2022020432,2022-12-10T03:00:00Z,54,4
2022020433,2022-12-10T03:00:00Z,24,28
2022020434,2022-12-10T18:30:00Z,18,9
2022020435,2022-12-10T19:00:00Z,25,17
2022020436,2022-12-10T21:30:00Z,14,13
2022020437,2022-12-11T00:00:00Z,5,7
2022020438,2022-12-11T00:00:00Z,10,20
2022020439,2022-12-11T00:00:00Z,8,26
2022020440,2022-12-11T00:30:00Z,2,12
2022020441,2022-12-11T03:00:00Z,23,30
2022020442,2022-12-11T20:00:00Z,19,21
2022020443,2022-12-11T23:00:00Z,29,26
2022020444,2022-12-11T23:00:00Z,13,55
2022020445,2022-12-12T00:00:00Z,53,4
2022020446,2022-12-12T00:00:00Z,52,15
2022020447,2022-12-12T01:00:00Z,54,6
2022020448,2022-12-13T00:00:00Z,8,20
2022020449,2022-12-13T00:00:00Z,5,25
2022020450,2022-12-13T00:00:00Z,3,1
2022020451,2022-12-13T00:30:00Z,9,24
2022020452,2022-12-13T01:00:00Z,30,22
2022020453,2022-12-13T01:00:00Z,19,18
2022020454,2022-12-14T00:00:00Z,10,24
2022020455,2022-12-14T00:00:00Z,13,29
2022020456,2022-12-14T00:00:00Z,1,25
2022020457,2022-12-14T00:00:00Z,7,26
2022020458,2022-12-14T00:00:00Z,6,2
2022020459,2022-12-14T00:00:00Z,14,55
2022020460,2022-12-14T00:00:00Z,17,12
2022020461,2022-12-14T01:00:00Z,18,22
2022020462,2022-12-14T01:00:00Z,52,54
2022020463,2022-12-14T01:30:00Z,16,15
2022020464,2022-12-14T02:30:00Z,21,4
2022020465,2022-12-14T03:30:00Z,28,53
2022020466,2022-12-15T00:00:00Z,9,8
2022020467,2022-12-15T00:30:00Z,30,17
2022020468,2022-12-15T03:00:00Z,20,23
2022020469,2022-12-16T00:00:00Z,8,24
2022020470,2022-12-16T00:00:00Z,14,29
2022020471,2022-12-16T00:00:00Z,15,25
2022020472,2022-12-16T00:00:00Z,6,26
2022020473,2022-12-16T00:00:00Z,1,4
2022020474,2022-12-16T00:00:00Z,13,5
2022020475,2022-12-16T00:00:00Z,12,55
2022020476,2022-12-16T00:00:00Z,3,10
2022020477,2022-12-16T01:00:00Z,52,18
2022020478,2022-12-16T01:30:00Z,16,54
2022020479,2022-12-16T02:00:00Z,21,7
2022020480,2022-12-16T02:00:00Z,22,19
2022020481,2022-12-17T01:00:00Z,30,16
2022020482,2022-12-17T02:00:00Z,20,19
2022020483,2022-12-17T02:30:00Z,53,2
2022020484,2022-12-17T18:00:00Z,6,29
2022020485,2022-12-17T18:00:00Z,17,9
2022020486,2022-12-17T21:00:00Z,22,24
2022020487,2022-12-18T00:00:00Z,12,25
2022020489,2022-12-18T00:00:00Z,4,3
2022020490,2022-12-18T00:00:00Z,8,14
2022020491,2022-12-18T00:00:00Z,15,10
2022020488,2022-12-18T00:30:00Z,1,13
2022020492,2022-12-18T02:00:00Z,53,7
2022020493,2022-12-18T02:00:00Z,21,18
2022020494,2022-12-18T03:00:00Z,54,2
2022020495,2022-12-18T03:00:00Z,23,52
2022020496,2022-12-18T03:30:00Z,26,28
2022020497,2022-12-18T19:00:00Z,30,9
2022020498,2022-12-18T22:00:00Z,12,5
2022020499,2022-12-19T00:30:00Z,16,3
2022020500,2022-12-19T01:00:00Z,55,52
2022020501,2022-12-19T03:00:00Z,28,20
2022020502,2022-12-20T00:00:00Z,29,25
2022020503,2022-12-20T00:00:00Z,15,17
2022020504,2022-12-20T00:00:00Z,6,13
2022020505,2022-12-20T01:00:00Z,18,22
2022020506,2022-12-20T02:00:00Z,21,2
2022020507,2022-12-20T03:00:00Z,54,7
2022020508,2022-12-20T03:00:00Z,53,8
2022020509,2022-12-20T03:30:00Z,23,19
2022020510,2022-12-21T00:00:00Z,4,29
2022020511,2022-12-21T00:00:00Z,5,3
2022020512,2022-12-21T00:00:00Z,12,1
2022020513,2022-12-21T00:00:00Z,10,14
2022020514,2022-12-21T01:00:00Z,52,9
2022020515,2022-12-21T03:00:00Z,55,19
2022020516,2022-12-21T03:30:00Z,26,24
2022020517,2022-12-21T03:30:00Z,28,20
2022020518,2022-12-22T00:00:00Z,13,1
2022020519,2022-12-22T00:00:00Z,17,14
2022020520,2022-12-22T01:00:00Z,21,8
2022020521,2022-12-22T01:30:00Z,16,18
2022020522,2022-12-22T02:30:00Z,25,22
2022020523,2022-12-22T03:00:00Z,54,53
2022020524,2022-12-22T03:00:00Z,24,30
2022020525,2022-12-22T19:00:00Z,10,4
2022020526,2022-12-23T00:00:00Z,5,12
2022020527,2022-12-23T00:00:00Z,3,2
2022020528,2022-12-23T00:00:00Z,9,15
2022020529,2022-12-23T00:00:00Z,6,52
2022020530,2022-12-23T03:00:00Z,23,55
2022020531,2022-12-23T03:30:00Z,26,20
2022020532,2022-12-23T03:30:00Z,28,30
2022020533,2022-12-24T00:00:00Z,1,6
2022020534,2022-12-24T00:00:00Z,9,17
2022020535,2022-12-24T00:00:00Z,12,4
2022020536,2022-12-24T00:00:00Z,7,14
2022020537,2022-12-24T00:00:00Z,15,52
2022020538,2022-12-24T00:30:00Z,2,13
2022020539,2022-12-24T01:00:00Z,18,21
2022020540,2022-12-24T01:30:00Z,16,29
2022020541,2022-12-24T01:30:00Z,25,8
2022020542,2022-12-24T02:00:00Z,22,23
2022020543,2022-12-24T02:30:00Z,53,26
2022020545,2022-12-24T03:00:00Z,54,19
2022020544,2022-12-24T03:30:00Z,24,20
2022020546,2022-12-28T00:00:00Z,9,6
2022020548,2022-12-28T00:00:00Z,12,16
2022020549,2022-12-28T00:00:00Z,3,15
2022020547,2022-12-28T00:30:00Z,29,7
2022020550,2022-12-28T00:30:00Z,2,5
2022020551,2022-12-28T01:00:00Z,18,25
2022020552,2022-12-28T01:00:00Z,52,30
2022020553,2022-12-28T01:00:00Z,19,10
2022020554,2022-12-28T02:00:00Z,53,21
2022020555,2022-12-28T02:00:00Z,20,22
2022020556,2022-12-28T03:00:00Z,23,28
2022020557,2022-12-28T03:30:00Z,26,54
2022020558,2022-12-29T00:00:00Z,1,6
2022020559,2022-12-29T00:00:00Z,14,8
2022020560,2022-12-29T00:30:00Z,5,17
2022020561,2022-12-29T03:00:00Z,55,20
2022020562,2022-12-29T03:00:00Z,24,54
2022020563,2022-12-30T00:00:00Z,7,17
2022020564,2022-12-30T00:00:00Z,13,8
2022020565,2022-12-30T00:00:00Z,14,3
2022020566,2022-12-30T00:00:00Z,15,9
2022020567,2022-12-30T00:30:00Z,2,29
2022020568,2022-12-30T01:00:00Z,19,16
2022020569,2022-12-30T01:00:00Z,30,25
2022020570,2022-12-30T01:00:00Z,52,23
2022020571,2022-12-30T02:00:00Z,21,26
2022020572,2022-12-30T02:00:00Z,53,10
2022020573,2022-12-30T03:30:00Z,28,4
2022020574,2022-12-30T22:00:00Z,24,18
2022020576,2022-12-31T00:00:00Z,5,1
2022020575,2022-12-31T00:30:00Z,12,13
2022020577,2022-12-31T03:00:00Z,55,22
2022020578,2022-12-31T18:00:00Z,6,7
2022020579,2022-12-31T20:00:00Z,54,18
2022020580,2022-12-31T21:00:00Z,15,8
2022020581,2022-12-31T21:00:00Z,26,4
2022020582,2022-12-31T22:00:00Z,14,53
2022020589,2022-12-31T23:00:00Z,19,30
2022020583,2023-01-01T00:00:00Z,29,16
2022020584,2023-01-01T00:00:00Z,17,9
2022020585,2023-01-01T00:00:00Z,21,10
2022020586,2023-01-01T01:00:00Z,25,28
2022020587,2023-01-01T03:00:00Z,20,23
2022020588,2023-01-01T03:00:00Z,22,52
2022020590,2023-01-01T20:00:00Z,1,12
2022020591,2023-01-01T22:00:00Z,13,3
2022020592,2023-01-02T00:00:00Z,9,7
2022020593,2023-01-02T00:00:00Z,16,28
2022020594,2023-01-02T01:00:00Z,55,2
2022020595,2023-01-02T19:00:00Z,6,5
2022020596,2023-01-03T02:00:00Z,21,54
2022020597,2023-01-03T03:00:00Z,24,4
2022020598,2023-01-04T00:00:00Z,13,53
2022020599,2023-01-04T00:00:00Z,15,7
2022020600,2023-01-04T00:00:00Z,3,12
2022020601,2023-01-04T00:00:00Z,9,29
2022020602,2023-01-04T00:00:00Z,10,19
2022020603,2023-01-04T01:00:00Z,52,20
2022020604,2023-01-04T01:00:00Z,18,8
2022020605,2023-01-04T01:30:00Z,16,14
2022020606,2023-01-04T02:00:00Z,22,55
2022020607,2023-01-04T03:00:00Z,23,2
2022020608,2023-01-04T03:30:00Z,26,25
2022020609,2023-01-05T00:00:00Z,17,1
2022020610,2023-01-05T02:30:00Z,30,14
2022020611,2023-01-05T03:00:00Z,24,25
2022020612,2023-01-06T00:00:00Z,4,53
2022020613,2023-01-06T00:00:00Z,8,3
2022020614,2023-01-06T00:00:00Z,12,18
2022020615,2023-01-06T00:00:00Z,10,55
2022020616,2023-01-06T00:00:00Z,1,19
2022020617,2023-01-06T00:00:00Z,29,15
2022020618,2023-01-06T02:00:00Z,22,2
2022020619,2023-01-06T03:00:00Z,23,21
2022020620,2023-01-06T03:00:00Z,54,5
2022020621,2023-01-06T03:30:00Z,26,6
2022020622,2023-01-07T00:00:00Z,15,18
2022020623,2023-01-07T00:00:00Z,17,13
2022020624,2023-01-07T01:00:00Z,52,14
2022020625,2023-01-07T01:30:00Z,16,53
2022020626,2023-01-07T02:00:00Z,20,2
2022020627,2023-01-07T03:00:00Z,24,28
2022020628,2023-01-07T18:00:00Z,1,3
2022020629,2023-01-07T21:00:00Z,29,12
2022020630,2023-01-08T00:00:00Z,10,17
2022020631,2023-01-08T00:00:00Z,7,30
2022020632,2023-01-08T00:00:00Z,9,55
2022020633,2023-01-08T00:00:00Z,8,19
2022020634,2023-01-08T03:00:00Z,22,21
2022020635,2023-01-08T03:00:00Z,54,26
2022020636,2023-01-08T03:30:00Z,28,6
2022020638,2023-01-08T20:00:00Z,52,23
2022020637,2023-01-08T20:30:00Z,25,13
2022020639,2023-01-08T22:00:00Z,15,29
2022020640,2023-01-09T00:00:00Z,16,20
2022020641,2023-01-09T00:00:00Z,53,5
2022020642,2023-01-09T00:00:00Z,30,19
2022020643,2023-01-09T00:00:00Z,4,10
2022020644,2023-01-09T01:30:00Z,24,6
2022020645,2023-01-10T00:30:00Z,9,18
2022020646,2023-01-10T00:30:00Z,8,55
2022020647,2023-01-10T03:30:00Z,26,22
2022020648,2023-01-11T00:00:00Z,14,29
2022020649,2023-01-11T00:00:00Z,3,30
2022020650,2023-01-11T00:00:00Z,12,1
2022020651,2023-01-11T00:00:00Z,7,55
2022020652,2023-01-11T00:00:00Z,5,23
2022020654,2023-01-11T00:00:00Z,17,52
2022020653,2023-01-11T00:30:00Z,2,25
2022020655,2023-01-11T01:00:00Z,19,20
2022020656,2023-01-11T02:00:00Z,21,13
2022020657,2023-01-11T02:30:00Z,53,28
2022020659,2023-01-12T00:00:00Z,4,15
2022020658,2023-01-12T00:30:00Z,10,18
2022020660,2023-01-12T03:00:00Z,24,22
2022020661,2023-01-12T03:00:00Z,26,28
2022020662,2023-01-13T00:00:00Z,29,12
2022020663,2023-01-13T00:00:00Z,3,25
2022020664,2023-01-13T00:00:00Z,8,18
2022020665,2023-01-13T00:00:00Z,6,55
2022020666,2023-01-13T00:00:00Z,17,10
2022020667,2023-01-13T00:00:00Z,14,23
2022020668,2023-01-13T00:00:00Z,7,52
2022020669,2023-01-13T00:30:00Z,2,30
2022020670,2023-01-13T01:00:00Z,19,20
2022020671,2023-01-13T01:30:00Z,16,21
2022020672,2023-01-13T02:00:00Z,53,9
2022020673,2023-01-13T03:00:00Z,54,13
2022020674,2023-01-14T00:00:00Z,5,52
2022020675,2023-01-14T03:00:00Z,24,1
2022020676,2023-01-14T03:30:00Z,28,22
2022020677,2023-01-14T19:00:00Z,25,20
2022020678,2023-01-15T00:00:00Z,17,29
2022020679,2023-01-15T00:00:00Z,2,8
2022020680,2023-01-15T00:00:00Z,21,9
2022020681,2023-01-15T00:00:00Z,15,4
2022020682,2023-01-15T00:00:00Z,12,5
2022020683,2023-01-15T00:00:00Z,6,10
2022020684,2023-01-15T00:00:00Z,13,23
2022020685,2023-01-15T01:00:00Z,30,53
2022020686,2023-01-15T01:00:00Z,18,7
2022020687,2023-01-15T01:00:00Z,16,55
2022020688,2023-01-15T01:00:00Z,19,14
2022020689,2023-01-15T03:00:00Z,54,22
2022020690,2023-01-15T03:30:00Z,26,1
2022020691,2023-01-15T22:00:00Z,3,8
2022020692,2023-01-15T22:00:00Z,12,23
2022020693,2023-01-16T00:00:00Z,52,53
2022020694,2023-01-16T18:00:00Z,7,13
2022020695,2023-01-16T18:00:00Z,6,4
2022020696,2023-01-16T20:00:00Z,21,17
2022020697,2023-01-16T21:00:00Z,28,1
2022020698,2023-01-16T21:00:00Z,55,14
2022020699,2023-01-16T23:00:00Z,54,25
2022020700,2023-01-17T00:00:00Z,5,24
2022020701,2023-01-17T00:00:00Z,29,3
2022020702,2023-01-17T00:30:00Z,2,15
2022020703,2023-01-17T01:00:00Z,18,20
2022020704,2023-01-17T01:00:00Z,19,9
2022020705,2023-01-18T00:00:00Z,4,24
2022020706,2023-01-18T00:00:00Z,10,13
2022020707,2023-01-18T00:00:00Z,15,30
2022020708,2023-01-18T00:00:00Z,8,52
2022020709,2023-01-18T01:30:00Z,16,7
2022020710,2023-01-18T02:00:00Z,53,17
2022020711,2023-01-18T02:00:00Z,22,55
2022020712,2023-01-19T00:00:00Z,9,5
2022020713,2023-01-19T00:30:00Z,2,6
2022020714,2023-01-19T02:30:00Z,20,21
2022020715,2023-01-19T03:00:00Z,23,14
2022020716,2023-01-19T03:00:00Z,28,25
2022020717,2023-01-20T00:00:00Z,29,24
2022020718,2023-01-20T00:00:00Z,3,6
2022020719,2023-01-20T00:00:00Z,4,16
2022020720,2023-01-20T00:00:00Z,8,13
2022020721,2023-01-20T00:00:00Z,12,30
2022020722,2023-01-20T00:00:00Z,7,2
2022020723,2023-01-20T00:00:00Z,10,52
2022020724,2023-01-20T02:00:00Z,19,18
2022020725,2023-01-20T02:00:00Z,22,14
2022020726,2023-01-20T02:00:00Z,53,15
2022020727,2023-01-20T03:00:00Z,54,17
2022020728,2023-01-20T03:00:00Z,55,1
2022020729,2023-01-20T03:30:00Z,26,25
2022020730,2023-01-21T00:00:00Z,5,9
2022020731,2023-01-21T03:00:00Z,23,21
2022020732,2023-01-21T17:30:00Z,7,24
2022020733,2023-01-21T20:00:00Z,20,14
2022020734,2023-01-21T23:00:00Z,13,30
2022020735,2023-01-22T00:00:00Z,17,4
2022020736,2023-01-22T00:00:00Z,29,28
2022020737,2023-01-22T00:00:00Z,8,10
2022020738,2023-01-22T00:00:00Z,9,52
2022020739,2023-01-22T00:30:00Z,2,12
2022020740,2023-01-22T01:00:00Z,25,53
2022020741,2023-01-22T01:00:00Z,19,16
2022020742,2023-01-22T01:00:00Z,18,26
2022020743,2023-01-22T03:00:00Z,55,21
2022020744,2023-01-22T03:00:00Z,23,22
2022020745,2023-01-22T03:00:00Z,54,15
2022020746,2023-01-22T19:00:00Z,1,5
2022020747,2023-01-23T00:00:00Z,16,26
2022020748,2023-01-23T00:00:00Z,6,28
2022020749,2023-01-23T00:00:00Z,4,52
2022020750,2023-01-23T01:00:00Z,53,54
2022020751,2023-01-24T00:00:00Z,3,13
2022020752,2023-01-24T00:00:00Z,10,2
2022020753,2023-01-24T01:30:00Z,25,7
2022020754,2023-01-24T02:30:00Z,20,29
2022020755,2023-01-25T00:00:00Z,8,6
2022020756,2023-01-25T00:00:00Z,5,13
2022020757,2023-01-25T00:00:00Z,4,26
2022020758,2023-01-25T00:00:00Z,14,30
2022020759,2023-01-25T00:00:00Z,1,54
2022020760,2023-01-25T00:00:00Z,17,28
2022020761,2023-01-25T01:00:00Z,19,7
2022020762,2023-01-25T01:00:00Z,18,52
2022020763,2023-01-25T02:00:00Z,53,24
2022020764,2023-01-25T02:00:00Z,21,15
2022020765,2023-01-25T03:00:00Z,23,16
2022020766,2023-01-26T00:00:00Z,9,2
2022020767,2023-01-26T00:00:00Z,10,3
2022020768,2023-01-26T01:30:00Z,25,12
2022020769,2023-01-26T02:30:00Z,22,29
2022020770,2023-01-26T03:00:00Z,55,23
2022020771,2023-01-27T00:00:00Z,14,6
2022020772,2023-01-27T00:00:00Z,8,17
2022020773,2023-01-27T00:00:00Z,15,5
2022020774,2023-01-27T01:00:00Z,52,7
2022020775,2023-01-27T01:00:00Z,18,1
2022020778,2023-01-27T01:00:00Z,30,4
2022020776,2023-01-27T02:00:00Z,21,24
2022020777,2023-01-27T02:00:00Z,20,16
2022020779,2023-01-27T02:00:00Z,53,19
2022020780,2023-01-28T00:00:00Z,2,17
2022020781,2023-01-28T00:00:00Z,13,26
2022020782,2023-01-28T00:00:00Z,10,9
2022020783,2023-01-28T00:00:00Z,12,28
2022020784,2023-01-28T00:00:00Z,3,54
2022020785,2023-01-28T01:30:00Z,25,1
2022020786,2023-01-28T03:00:00Z,55,20
2022020787,2023-01-28T03:00:00Z,23,29
2022020788,2023-01-28T20:00:00Z,21,19
2022020789,2023-01-28T23:00:00Z,13,6
2022020790,2023-01-29T00:00:00Z,14,26
2022020791,2023-01-29T00:00:00Z,9,8
2022020792,2023-01-29T00:00:00Z,52,4
2022020793,2023-01-29T00:00:00Z,5,28
2022020794,2023-01-29T00:30:00Z,2,54
2022020795,2023-01-29T02:00:00Z,30,7
2022020797,2023-01-29T03:00:00Z,22,16
2022020798,2023-01-29T03:00:00Z,55,29
2022020796,2023-01-29T03:30:00Z,24,53
2022020799,2023-01-29T22:00:00Z,12,6
2022020800,2023-01-29T22:00:00Z,10,15
2022020801,2023-01-31T01:00:00Z,52,19
2022020802,2023-02-01T00:00:00Z,12,26
2022020803,2023-02-01T00:00:00Z,8,9
2022020804,2023-02-01T00:00:00Z,29,15
2022020805,2023-02-02T00:30:00Z,7,12
2022020806,2023-02-02T00:30:00Z,10,6
2022020807,2023-02-07T00:00:00Z,4,2
2022020808,2023-02-07T00:00:00Z,13,14
2022020809,2023-02-07T00:30:00Z,3,20
2022020810,2023-02-07T00:30:00Z,1,23
2022020811,2023-02-07T01:30:00Z,25,24
2022020812,2023-02-07T02:00:00Z,53,30
2022020813,2023-02-08T00:00:00Z,5,21
2022020814,2023-02-08T00:00:00Z,14,28
2022020815,2023-02-08T00:30:00Z,17,22
2022020816,2023-02-08T00:30:00Z,2,55
2022020817,2023-02-08T01:00:00Z,18,54
2022020818,2023-02-08T01:30:00Z,16,24
2022020819,2023-02-09T01:00:00Z,3,23
2022020820,2023-02-09T01:30:00Z,25,30
2022020821,2023-02-10T00:00:00Z,14,21
2022020822,2023-02-10T00:00:00Z,4,22
2022020823,2023-02-10T00:00:00Z,13,28
2022020824,2023-02-10T00:00:00Z,1,55
2022020825,2023-02-10T00:00:00Z,17,20
2022020826,2023-02-10T00:30:00Z,2,23
2022020827,2023-02-10T01:00:00Z,30,54
2022020828,2023-02-11T00:00:00Z,3,55
2022020829,2023-02-11T00:00:00Z,29,10
2022020830,2023-02-11T01:30:00Z,16,53
2022020831,2023-02-11T03:00:00Z,24,5
2022020832,2023-02-11T17:00:00Z,17,23
2022020833,2023-02-11T17:30:00Z,7,20
2022020834,2023-02-11T17:30:00Z,9,22
2022020835,2023-02-11T17:30:00Z,8,2
2022020836,2023-02-11T17:30:00Z,4,18
2022020837,2023-02-11T18:00:00Z,25,14
